environment | time (second),inlet | u_mmHg (dimensionless),inlet | v_mm3_s (mm3_per_s),PV1 | u_mmHg (dimensionless),PV1 | v_mm3_s (mm3_per_s),PV2 | u_mmHg (dimensionless),PV2 | v_mm3_s (mm3_per_s),V1 | u_mmHg (dimensionless),V1 | v_mm3_s (mm3_per_s),V2 | u_mmHg (dimensionless),V2 | v_mm3_s (mm3_per_s),VV_junc1 | H_VV_out_alpha (dimensionless),VV_junc1 | H_VV_out_beta (dimensionless),VV_junc1 | u_mmHg (dimensionless),VV_junc1 | v_mm3_s (mm3_per_s)
729,49.9540275752449,5.080151624234e-06,49.8099755582104,1.59920306099676e-11,49.8676521509886,5.08013546551238e-06,49.7500003419532,1.59920303909865e-11,49.8653535275422,5.08013563118134e-06,0.450001449820603,0.630614207561726,49.9080551504972,5.08015162326501e-06
730,49.9540275746744,5.08015162739122e-06,49.809975557596,1.59920304572845e-11,49.8676521489174,5.08013563602122e-06,49.750000341953,1.59920300463538e-11,49.865353524508,5.08013563594089e-06,0.450001435042155,0.630614186851794,49.9080551493445,5.08015162784614e-06
731,49.9540275741423,5.08015159100123e-06,49.8099755572183,1.59920303428619e-11,49.8676521486208,5.08013503408244e-06,49.7500003419529,1.5992030339872e-11,49.8653535242069,5.0801356013489e-06,0.45000131435564,0.630614017726493,49.9080551482701,5.08015159217393e-06
732,49.9540275758736,5.08015154041382e-06,49.8099755591236,1.59920308740897e-11,49.8676521515497,5.08013574961143e-06,49.7500003419527,1.59920306334757e-11,49.8653535271684,5.08013554623705e-06,0.450001588649713,0.630614402111342,49.9080551517659,5.08015153862743e-06
733,49.954027576235,5.08015147186316e-06,49.8099755597533,1.59920310172488e-11,49.8676521534665,5.08013540746512e-06,49.7500003419526,1.5992030927165e-11,49.8653535290518,5.08013548256229e-06,0.45000127442923,0.630613961775203,49.9080551524485,5.0801514740906e-06
734,49.9540275780805,5.08015145679552e-06,49.8099755616507,1.59920315487512e-11,49.8676521565104,5.08013569031556e-06,49.7500003419524,1.59920315399735e-11,49.865353532134,5.08013546046468e-06,0.450001635317946,0.630614467510355,49.908055156188,5.08015145394074e-06
735,49.9540275776718,5.08015141904173e-06,49.8099755613899,1.59920314490279e-11,49.8676521569255,5.08013524775199e-06,49.7500003419523,1.59920315148005e-11,49.8653535325404,5.08013543162378e-06,0.45000121411972,0.630613877259844,49.9080551553149,5.08015142217209e-06
736,49.954027578935,5.08015144253087e-06,49.8099755625633,1.59920317919794e-11,49.8676521584328,5.08013562572927e-06,49.7500003419521,1.59920318087465e-11,49.8653535342109,5.08013544546882e-06,0.450001658921826,0.630614500587898,49.9080551579012,5.0801514390605e-06
737,49.9540275779392,5.0801514189384e-06,49.8099755616583,1.59920315175695e-11,49.8676521575957,5.08013523556419e-06,49.750000341952,1.59920317837439e-11,49.8653535332526,5.08013543245237e-06,0.450001171694446,0.630613817806745,49.9080551558445,5.08015142273052e-06
738,49.954027579132,5.08015145525956e-06,49.8099755627139,1.59920318336817e-11,49.8676521587081,5.08013563358306e-06,49.7500003419518,1.59920314397925e-11,49.8653535345205,5.08013545740003e-06,0.450001688438683,0.630614541951651,49.9080551582996,5.08015145125501e-06
739,49.9540275780248,5.0801514275155e-06,49.8099755617109,1.59920315300061e-11,49.8676521577377,5.08013524361488e-06,49.7500003419516,1.59920314149601e-11,49.8653535333756,5.08013544177155e-06,0.450001141652595,0.630613775707285,49.9080551560117,5.08015143179728e-06
740,49.954027579367,5.08015146662857e-06,49.8099755629068,1.5992031886962e-11,49.8676521590378,5.08013566184942e-06,49.7500003419515,1.59920317092473e-11,49.8653535348667,5.08013546799288e-06,0.450001717919009,0.630614583264213,49.9080551587737,5.08015146211801e-06
741,49.9540275781635,5.08015143486235e-06,49.8099755618217,1.59920315578751e-11,49.8676521579976,5.08013525677602e-06,49.7500003419513,1.59920316845853e-11,49.8653535336239,5.08013544973513e-06,0.450001113177205,0.630608659705572,49.9080551562854,5.08015143958892e-06
742,49.9540275795756,5.08015147900249e-06,49.8099755630696,1.59920319319731e-11,49.8676521593205,5.08013568713744e-06,49.7500003419512,1.59920319790433e-11,49.8653535351687,5.08013547969968e-06,0.450001743847688,0.630614619599637,49.9080551591947,5.08015147404421e-06
743,49.9540275782048,5.08015144506836e-06,49.8099755618246,1.59920315568494e-11,49.8676521580608,5.08013525097673e-06,49.750000341951,1.59920316355169e-11,49.8653535336811,5.08013546061005e-06,0.450001083628911,0.630608618298097,49.9080551563642,5.08015145023728e-06
744,49.9540275796709,5.08015149368091e-06,49.8099755631102,1.59920319444788e-11,49.8676521593638,5.08013571052356e-06,49.7500003419509,1.59920319301454e-11,49.8653535352314,5.08013549374989e-06,0.450001769610114,0.63061465570208,49.9080551593891,5.08015148828872e-06
745,49.9540275781531,5.08015145613761e-06,49.8099755617311,1.59920315301886e-11,49.8676521579279,5.0801352480186e-06,49.7500003419507,1.5992031267754e-11,49.8653535335403,5.08013547233407e-06,0.450001054513928,0.630608577497841,49.9080551562571,5.08015146175239e-06
746,49.9540275797186,5.08015150755892e-06,49.809975563106,1.59920319452302e-11,49.8676521593068,5.08013573749449e-06,49.7500003419506,1.59920318815881e-11,49.8653535351869,5.08013550697607e-06,0.450001797149629,0.630614694294866,49.9080551594883,5.08015150172287e-06
747,49.954027578081,5.08015146521273e-06,49.8099755616246,1.59920315000464e-11,49.8676521577661,5.0801352426729e-06,49.7500003419504,1.59920312193664e-11,49.8653535333664,5.08013548207266e-06,0.450001025048627,0.630608536206668,49.908055156109,5.08015147128026e-06
748,49.9540275804944,5.08015151147861e-06,49.8099755638637,1.59920321546034e-11,49.8676521604915,5.08013583049056e-06,49.7500003419503,1.5992032152407e-11,49.8653535362431,5.08013550894692e-06,0.450001885589325,0.630614818230752,49.9080551610511,5.08015150437313e-06
749,49.9540275840268,5.08015139627819e-06,49.8099755678065,1.59920331808836e-11,49.8676521682442,5.08013565068973e-06,49.7500003419501,1.59920334045696e-11,49.865353542777,5.08013540575534e-06,0.450001366944861,0.630614091422943,49.9080551680427,5.08015139771396e-06
750,49.9540275848774,5.08015138985668e-06,49.8099755687282,1.59920334103192e-11,49.8676521713345,5.08013539689712e-06,49.75000034195,1.59920330616396e-11,49.8653535472922,5.0801353969668e-06,0.450001388849758,0.630614122119598,49.9080551697609,5.08015138918472e-06
751,49.9540275856702,5.08015144217885e-06,49.8099755692982,1.59920335826931e-11,49.8676521717964,5.08013628581795e-06,49.7500003419498,1.59920333568666e-11,49.8653535477609,5.08013544662708e-06,0.45000156743804,0.630614372386143,49.9080551713618,5.08015144044293e-06
752,49.9540275831144,5.08015151570754e-06,49.8099755664898,1.59920327996465e-11,49.8676521674841,5.0801352261572e-06,49.7500003419496,1.59920326950705e-11,49.8653535434005,5.08013552684769e-06,0.45000116175062,0.630613803871862,49.9080551662011,5.08015151834752e-06
753,49.9540275825842,5.08015161598501e-06,49.8099755655668,1.59920325902546e-11,49.8676521646663,5.08013573107932e-06,49.7500003419495,1.5992032352395e-11,49.8653535406323,5.0801356199137e-06,0.450001626567127,0.630614455247304,49.9080551652003,5.08015161268759e-06
754,49.9540275798584,5.08015163730644e-06,49.8099755627676,1.59920318061566e-11,49.8676521601792,5.08013531174989e-06,49.7500003419493,1.59920316907675e-11,49.8653535360887,5.08013565163389e-06,0.450001092796753,0.630608631145444,49.9080551596768,5.08015164152766e-06
755,49.9540275804663,5.08015169231876e-06,49.8099755631597,1.59920319554566e-11,49.8676521595782,5.08013596555383e-06,49.7500003419492,1.59920319863343e-11,49.8653535355008,5.08013569346206e-06,0.450001715839506,0.630614580350079,49.908055160975,5.08015168769089e-06
756,49.9540275786009,5.08015165685832e-06,49.8099755614295,1.59920314497731e-11,49.8676521573603,5.08013540577132e-06,49.750000341949,1.59920316439129e-11,49.8653535330416,5.08013567226737e-06,0.450001057944904,0.630608582305837,49.9080551571557,5.08015166199311e-06
757,49.9540275800764,5.0801516911385e-06,49.809975562773,1.59920318570568e-11,49.8676521586085,5.08013598232872e-06,49.7500003419488,1.599203193965e-11,49.8653535344691,5.08013569090373e-06,0.450001778634937,0.63061466834911,49.908055160203,5.08015168552538e-06
758,49.9540275783144,5.0801516368871e-06,49.8099755612157,1.59920313906798e-11,49.8676521569717,5.08013539302884e-06,49.7500003419487,1.59920312783615e-11,49.8653535326024,5.08013565347442e-06,0.450001014324451,0.630608521178354,49.9080551565762,5.08015164281187e-06
759,49.9540275799541,5.08015167747084e-06,49.8099755627027,1.59920318409043e-11,49.8676521584144,5.08013596942569e-06,49.7500003419485,1.59920318933063e-11,49.8653535343034,5.0801356761369e-06,0.450001823103079,0.630614730665002,49.9080551599642,5.08015167113899e-06
760,49.9540275768168,5.08015163096642e-06,49.8099755597469,1.599203098725e-11,49.8676521545929,5.08013529584355e-06,49.7500003419484,1.59920312321874e-11,49.8653535305098,5.08013565042687e-06,0.45000087889707,0.630608331397314,49.9080551535643,5.08015163879736e-06
761,49.9540275741552,5.08015174189616e-06,49.809975556653,1.59920302083889e-11,49.8676521474519,5.08013579870233e-06,49.7500003419482,1.59920302521152e-11,49.865353523653,5.08013574873799e-06,0.450001504894858,0.630614284740605,49.908055148317,5.08015174114189e-06
762,49.9540275741738,5.08015169161149e-06,49.8099755568739,1.59920302516491e-11,49.8676521477086,5.08013506348536e-06,49.750000341948,1.59920302292398e-11,49.8653535230361,5.08013570133197e-06,0.450001301855241,0.630614000208929,49.908055148335,5.08015169246119e-06
763,49.9540275759609,5.08015160971758e-06,49.8099755589483,1.59920308229056e-11,49.8676521513582,5.08013587392248e-06,49.7500003419479,1.59920308445252e-11,49.8653535270168,5.08013561714072e-06,0.450001496445879,0.63061427290054,49.908055151928,5.08015160928971e-06
764,49.9540275770163,5.08015155589484e-06,49.809975560219,1.59920311568002e-11,49.8676521540742,5.08013553115812e-06,49.7500003419477,1.59920314598965e-11,49.8653535297326,5.08013556226984e-06,0.45000148917859,0.630614262716449,49.9080551540422,5.08015155480643e-06
765,49.9540275775397,5.08015151957677e-06,49.8099755608724,1.59920313268986e-11,49.8676521554358,5.08013557423667e-06,49.7500003419476,1.59920314372775e-11,49.8653535310389,5.08013552852026e-06,0.450001394175587,0.630614129583005,49.9080551550741,5.08015152022017e-06
766,49.9540275777746,5.08015150753282e-06,49.8099755611564,1.59920314037246e-11,49.8676521560848,5.08013549963033e-06,49.7500003419474,1.59920314147438e-11,49.8653535317936,5.08013551546463e-06,0.450001433573503,0.630614184793683,49.9080551555504,5.08015150745086e-06
767,49.9540275776245,5.08015150171412e-06,49.8099755610304,1.59920313671439e-11,49.8676521559457,5.08013547454194e-06,49.7500003419473,1.59920313922951e-11,49.8653535317247,5.08013550996251e-06,0.45000140110097,0.630614139287962,49.908055155246,5.08015150195752e-06
768,49.9540275777527,5.08015149853546e-06,49.8099755611685,1.59920314069262e-11,49.8676521560935,5.08013554038616e-06,49.7500003419471,1.59920313699316e-11,49.8653535318307,5.0801355062322e-06,0.450001435946835,0.630614188119577,49.9080551555066,5.08015149840048e-06
769,49.9540275777623,5.08015149135846e-06,49.8099755612059,1.59920314146889e-11,49.8676521562391,5.08013546090869e-06,49.7500003419469,1.59920310286145e-11,49.8653535319551,5.08013549971837e-06,0.450001406018265,0.630614146178864,49.9080551555221,5.08015149160565e-06
770,49.9540275780624,5.08015148490588e-06,49.8099755615292,1.59920315034129e-11,49.8676521567884,5.08013549913741e-06,49.7500003419468,1.59920313254599e-11,49.8653535324863,5.08013549263444e-06,0.450001438717341,0.630614192002055,49.9080551561265,5.08015148472623e-06
771,49.9540275781807,5.08015147731136e-06,49.8099755616771,1.59920315405631e-11,49.8676521571586,5.08013546235515e-06,49.7500003419467,1.59920319414295e-11,49.86535353287,5.08013548558661e-06,0.45000140933647,0.630614150828865,49.9080551563596,5.08015147750393e-06
772,49.9540275784678,5.08015147418113e-06,49.8099755619754,1.59920316220894e-11,49.8676521576824,5.08013550178423e-06,49.7500003419465,1.59920312813287e-11,49.8653535333921,5.08013548186732e-06,0.45000143697047,0.630614189554059,49.9080551569373,5.08015147400056e-06
773,49.9540275785375,5.08015147178988e-06,49.8099755620551,1.59920316412535e-11,49.8676521579173,5.0801354653436e-06,49.7500003419463,1.599203157843e-11,49.8653535336406,5.08013548000238e-06,0.450001409682316,0.63061415131352,49.9080551570735,5.08015147195329e-06
774,49.95402757873,5.08015147355516e-06,49.8099755622405,1.59920316924226e-11,49.8676521582294,5.08013549895822e-06,49.7500003419462,1.59920315565774e-11,49.8653535339529,5.08013548127365e-06,0.450001433379997,0.630614184522512,49.9080551574616,5.08015147339574e-06
775,49.9540275787308,5.08015147523272e-06,49.8099755622358,1.59920316893696e-11,49.8676521582867,5.08013546960112e-06,49.750000341946,1.59920318538494e-11,49.8653535340215,5.0801354834226e-06,0.45000140939493,0.630614150910789,49.9080551574603,5.08015147538026e-06
776,49.9540275788487,5.08015147955638e-06,49.8099755623369,1.59920317179142e-11,49.8676521584363,5.08013550149014e-06,49.7500003419459,1.59920321512068e-11,49.8653535341693,5.08013548731289e-06,0.450001430272196,0.630614180167363,49.9080551576987,5.08015147941842e-06
777,49.9540275788124,5.08015148284216e-06,49.8099755622889,1.59920317035961e-11,49.8676521583961,5.0801354780832e-06,49.7500003419457,1.599203181057e-11,49.8653535341368,5.08013549100838e-06,0.450001409529967,0.630614151100024,49.9080551576237,5.0801514829709e-06
778,49.9540275788902,5.08015148768712e-06,49.8099755623479,1.59920317207629e-11,49.8676521584662,5.08013550732287e-06,49.7500003419456,1.5992031789058e-11,49.8653535342036,5.08013549547375e-06,0.450001427948959,0.63061417691167,49.9080551577815,5.08015148756931e-06
779,49.9540275788422,5.08015149110686e-06,49.8099755622876,1.59920317033835e-11,49.8676521583929,5.08013548777173e-06,49.7500003419454,1.5992031767631e-11,49.8653535341356,5.08013549924797e-06,0.450001409986145,0.630614151739294,49.9080551576833,5.0801514912182e-06
780,49.9540275788995,5.08015149555976e-06,49.8099755623277,1.59920317153461e-11,49.8676521584304,5.08013551367358e-06,49.7500003419452,1.59920320653294e-11,49.8653535341694,5.08013550336876e-06,0.450001426160846,0.63061417440588,49.9080551578001,5.08015149545554e-06
781,49.9540275788507,5.0801514985777e-06,49.8099755622679,1.59920316982959e-11,49.8676521583516,5.08013549672284e-06,49.7500003419451,1.59920317250324e-11,49.8653535340948,5.08013550669612e-06,0.450001410547865,0.630614152526466,49.9080551577005,5.08015149867515e-06
782,49.9540275788959,5.08015150239028e-06,49.8099755622983,1.59920317075283e-11,49.8676521583749,5.08013551928315e-06,49.7500003419449,1.59920317038608e-11,49.8653535341145,5.08013551021954e-06,0.45000142470586,0.630614172366919,49.9080551577927,5.08015150229949e-06
783,49.9540275788498,5.08015150489212e-06,49.8099755622432,1.59920316918515e-11,49.8676521582999,5.0801355043597e-06,49.7500003419448,1.59920316827742e-11,49.865353534043,5.08013551299126e-06,0.450001411112818,0.630614153318169,49.9080551576988,5.08015150497795e-06
784,49.9540275788866,5.08015150805524e-06,49.8099755622677,1.59920316993813e-11,49.8676521583161,5.0801355238761e-06,49.7500003419446,1.59920316617727e-11,49.865353534056,5.0801355159003e-06,0.450001423493598,0.630614170668104,49.908055157774,5.08015150797564e-06
785,49.9540275788444,5.08015151005407e-06,49.8099755622183,1.59920316853742e-11,49.8676521582481,5.0801355106263e-06,49.7500003419445,1.59920316408563e-11,49.8653535339909,5.08013551813617e-06,0.450001411655141,0.630614154078158,49.9080551576882,5.08015151012751e-06
786,49.9540275788752,5.08015151262088e-06,49.809975562239,1.59920316917799e-11,49.8676521582609,5.08013552745426e-06,49.7500003419443,1.59920316200251e-11,49.8653535340008,5.08013552048246e-06,0.450001422480522,0.63061416924842,49.9080551577511,5.08015151255131e-06
787,49.9540275788375,5.08015151417185e-06,49.8099755621957,1.59920316795064e-11,49.8676521582011,5.08013551569101e-06,49.7500003419441,1.59920315992789e-11,49.8653535339435,5.08013552223918e-06,0.450001412167544,0.630614154796221,49.9080551576743,5.0801515142366e-06
788,49.9540275788638,5.08015151622062e-06,49.8099755622139,1.59920316851408e-11,49.8676521582125,5.08013553016942e-06,49.750000341944,1.59920315786178e-11,49.8653535339523,5.08013552409673e-06,0.450001421632578,0.630614168060144,49.9080551577281,5.08015151616109e-06
789,49.9540275788305,5.08015151739118e-06,49.8099755621765,1.59920316745425e-11,49.8676521581611,5.08013551973635e-06,49.7500003419438,1.59920315580417e-11,49.865353533903,5.08013552544679e-06,0.450001412646321,0.630614155467159,49.9080551576605,5.08015151744894e-06
790,49.9540275788534,5.08015151900865e-06,49.8099755621929,1.5992031679604e-11,49.8676521581722,5.08013553219766e-06,49.7500003419437,1.59920315375508e-11,49.8653535339118,5.08013552689575e-06,0.450001420918781,0.630614167059857,49.9080551577073,5.08015151895597e-06
791,49.9540275788244,5.08015151987062e-06,49.8099755621609,1.59920316705337e-11,49.8676521581286,5.0801355229547e-06,49.7500003419435,1.59920311981031e-11,49.8653535338701,5.08013552791494e-06,0.450001413087844,0.630614156085892,49.9080551576484,5.08015151991913e-06
792,49.9540275788445,5.08015152113634e-06,49.8099755621759,1.59920316751331e-11,49.8676521581396,5.08013553365742e-06,49.7500003419434,1.59920318158662e-11,49.8653535338791,5.08013552903392e-06,0.450001420314927,0.63061416621364,49.9080551576895,5.08015152109237e-06
793,49.9540275788194,5.08015152175669e-06,49.8099755621486,1.59920316673998e-11,49.8676521581029,5.08013552544665e-06,49.7500003419432,1.59920317956306e-11,49.865353533844,5.0801355297922e-06,0.450001413489107,0.630614156648206,49.9080551576385,5.08015152179996e-06
794,49.9540275788372,5.08015152274363e-06,49.8099755621624,1.59920316715972e-11,49.8676521581138,5.08013553471979e-06,49.7500003419431,1.59920320945225e-11,49.8653535338532,5.08013553064988e-06,0.450001419802625,0.63061416549572,49.9080551576747,5.08015152270218e-06
795,49.9540275788155,5.08015152317982e-06,49.8099755621392,1.59920316650153e-11,49.8676521580831,5.08013552739733e-06,49.7500003419429,1.59920317554148e-11,49.8653535338239,5.08013553120621e-06,0.450001413850472,0.630614157154609,49.9080551576307,5.08015152321786e-06
796,49.9540275788312,5.08015152394762e-06,49.8099755621518,1.5992031668838e-11,49.8676521580938,5.08013553540818e-06,49.7500003419427,1.59920320544771e-11,49.8653535338331,5.08013553186172e-06,0.450001419365425,0.630614164883046,49.9080551576628,5.08015152391181e-06
797,49.9540275788126,5.08015152424508e-06,49.8099755621321,1.59920316632401e-11,49.867652158068,5.08013552895782e-06,49.7500003419426,1.59920317155393e-11,49.8653535338085,5.08013553226381e-06,0.450001414174631,0.630614157608873,49.9080551576248,5.08015152428015e-06
798,49.9540275788265,5.08015152484225e-06,49.8099755621435,1.59920316667099e-11,49.8676521580783,5.08013553584592e-06,49.7500003419424,1.59920320147721e-11,49.8653535338175,5.08013553276321e-06,0.450001418990603,0.630614164357785,49.9080551576533,5.08015152481221e-06
799,49.9540275788104,5.0801515250385e-06,49.8099755621267,1.59920316619488e-11,49.8676521580567,5.08013553015135e-06,49.7500003419423,1.59920316760042e-11,49.865353533797,5.08013553305078e-06,0.450001414464248,0.63061415801473,49.9080551576205,5.08015152506778e-06
800,49.9540275788227,5.08015152550388e-06,49.8099755621371,1.59920316650821e-11,49.8676521580665,5.08013553612354e-06,49.7500003419421,1.59920316563642e-11,49.8653535338057,5.08013553343114e-06,0.450001418668535,0.630614163906452,49.9080551576457,5.08015152547705e-06
801,49.9540275788088,5.08015152562688e-06,49.8099755621228,1.59920316610195e-11,49.8676521580484,5.08013553113451e-06,49.7500003419419,1.59920316368093e-11,49.8653535337885,5.0801355336339e-06,0.450001414720673,0.630614158374075,49.9080551576174,5.08015152565167e-06
802,49.9540275788198,5.08015152599122e-06,49.8099755621322,1.59920316638436e-11,49.8676521580575,5.08013553626741e-06,49.7500003419418,1.59920316173395e-11,49.8653535337967,5.08013553392344e-06,0.450001418392071,0.630614163519026,49.9080551576397,5.08015152596727e-06
803,49.9540275788078,5.08015152606155e-06,49.80997556212,1.5992031660374e-11,49.8676521580423,5.08013553184858e-06,49.7500003419416,1.59920315979547e-11,49.8653535337823,5.0801355340639e-06,0.450001414947341,0.630614158691718,49.9080551576153,5.08015152608368e-06
804,49.9540275788174,5.08015152634808e-06,49.8099755621284,1.59920316629015e-11,49.8676521580507,5.08013553634114e-06,49.7500003419415,1.59920312596113e-11,49.8653535337899,5.08013553428486e-06,0.450001418153413,0.63061416318458,49.908055157635,5.08015152632834e-06
805,49.9540275788071,5.08015152638205e-06,49.8099755621179,1.59920316599358e-11,49.8676521580378,5.08013553248061e-06,49.7500003419413,1.59920315594404e-11,49.8653535337777,5.08013553437978e-06,0.450001415147654,0.630614158972429,49.908055157614,5.08015152640019e-06
806,49.9540275788156,5.08015152660726e-06,49.8099755621254,1.5992031662196e-11,49.8676521580456,5.08013553634105e-06,49.7500003419412,1.59920315403109e-11,49.8653535337848,5.08013553454917e-06,0.450001417947135,0.63061416289551,49.9080551576313,5.08015152659027e-06
807,49.9540275788066,5.08015152661759e-06,49.8099755621164,1.59920316596486e-11,49.8676521580346,5.08013553292984e-06,49.750000341941,1.59920312022223e-11,49.8653535337745,5.08013553461169e-06,0.450001415323725,0.630614159219167,49.9080551576131,5.08015152663484e-06
808,49.9540275788141,5.08015152679836e-06,49.8099755621231,1.59920316616705e-11,49.8676521580417,5.08013553634892e-06,49.7500003419408,1.59920311832627e-11,49.8653535337809,5.0801355347418e-06,0.45000141776887,0.630614162645696,49.9080551576284,5.08015152678035e-06
809,49.9540275788064,5.08015152679052e-06,49.8099755621154,1.59920316594778e-11,49.8676521580324,5.08013553330984e-06,49.7500003419407,1.59920318024772e-11,49.8653535337721,5.08013553478146e-06,0.450001415478414,0.630614159435943,49.9080551576126,5.08015152680491e-06
810,49.954027578813,5.08015152693387e-06,49.8099755621213,1.59920316612687e-11,49.8676521580388,5.08013553624306e-06,49.7500003419406,1.59920321027327e-11,49.865353533778,5.0801355348826e-06,0.450001417614431,0.630614162429272,49.9080551576262,5.08015152692224e-06
811,49.9540275788063,5.08015152691776e-06,49.8099755621146,1.59920316593779e-11,49.8676521580308,5.08013553358754e-06,49.7500003419404,1.59920320840288e-11,49.8653535337705,5.08013553490611e-06,0.450001415614069,0.630614159626044,49.9080551576124,5.08015152693224e-06
812,49.9540275788121,5.08015152703315e-06,49.8099755621199,1.5992031660976e-11,49.8676521580365,5.0801355361818e-06,49.7500003419402,1.5992031746365e-11,49.8653535337758,5.08013553498412e-06,0.450001417480618,0.630614162241751,49.9080551576243,5.08015152702228e-06
813,49.9540275788063,5.08015152701035e-06,49.8099755621141,1.5992031659349e-11,49.8676521580297,5.08013553387357e-06,49.7500003419401,1.59920317278311e-11,49.8653535337694,5.08013553499613e-06,0.450001415733187,0.630614159792971,49.9080551576124,5.08015152702228e-06
814,49.9540275788114,5.08015152710484e-06,49.8099755621187,1.59920316607561e-11,49.8676521580349,5.08013553608549e-06,49.7500003419399,1.59920317093823e-11,49.8653535337741,5.08013553505783e-06,0.450001417363732,0.630614162077953,49.9080551576228,5.08015152709504e-06
815,49.9540275788063,5.08015152707964e-06,49.8099755621137,1.59920316593565e-11,49.867652158029,5.08013553410099e-06,49.7500003419398,1.59920316910185e-11,49.8653535337686,5.08013553506237e-06,0.450001415838286,0.630614159940253,49.9080551576125,5.08015152708776e-06
816,49.9540275788108,5.08015152715644e-06,49.8099755621178,1.5992031660598e-11,49.8676521580336,5.08013553602217e-06,49.7500003419396,1.59920316727397e-11,49.8653535337728,5.08013553511095e-06,0.450001417261863,0.630614161935197,49.9080551576217,5.08015152714688e-06
817,49.9540275788064,5.08015152712926e-06,49.8099755621134,1.59920316593858e-11,49.8676521580285,5.08013553422672e-06,49.7500003419394,1.5992031654546e-11,49.8653535337681,5.08013553511034e-06,0.45000141592995,0.630614160068707,49.9080551576127,5.08015152713779e-06
818,49.9540275788103,5.08015152719286e-06,49.809975562117,1.59920316604854e-11,49.8676521580326,5.08013553595874e-06,49.7500003419393,1.59920316364374e-11,49.8653535337718,5.08013553514913e-06,0.450001417173707,0.630614161811659,49.9080551576207,5.08015152718326e-06
819,49.9540275788065,5.08015152716629e-06,49.8099755621133,1.59920316594369e-11,49.8676521580282,5.08013553440033e-06,49.7500003419391,1.59920316184139e-11,49.8653535337678,5.08013553514546e-06,0.450001416010406,0.630614160181455,49.9080551576129,5.08015152717235e-06
820,49.9540275788099,5.08015152721958e-06,49.8099755621164,1.59920316604038e-11,49.8676521580318,5.08013553587117e-06,49.750000341939,1.59920316004753e-11,49.8653535337711,5.0801355351766e-06,0.450001417095991,0.630614161702751,49.9080551576199,5.08015152721055e-06
821,49.9540275788066,5.08015152719278e-06,49.8099755621131,1.59920316595026e-11,49.8676521580281,5.08013553452612e-06,49.7500003419388,1.59920315826219e-11,49.8653535337676,5.08013553517118e-06,0.450001416081888,0.630614160281626,49.9080551576131,5.08015152720054e-06
822,49.9540275788096,5.08015152723723e-06,49.8099755621158,1.59920316603494e-11,49.8676521580312,5.08013553579117e-06,49.7500003419387,1.59920315648535e-11,49.8653535337705,5.08013553519625e-06,0.450001417027568,0.630614161606865,49.9080551576193,5.08015152723146e-06
823,49.9540275788067,5.08015152721379e-06,49.809975562113,1.59920316595737e-11,49.867652158028,5.08013553462093e-06,49.7500003419385,1.59920312281237e-11,49.8653535337675,5.08013553519016e-06,0.450001416144597,0.630614160369504,49.9080551576134,5.08015152721873e-06
824,49.9540275788094,5.0801515272499e-06,49.8099755621154,1.59920316603223e-11,49.8676521580307,5.08013553575027e-06,49.7500003419383,1.59920315295719e-11,49.86535353377,5.0801355352104e-06,0.450001416968324,0.630614161523843,49.9080551576187,5.0801515272442e-06
825,49.9540275788068,5.08015152722817e-06,49.8099755621129,1.59920316596448e-11,49.8676521580279,5.08013553471441e-06,49.7500003419382,1.59920315120586e-11,49.8653535337674,5.08013553520399e-06,0.45000141619862,0.630614160445211,49.9080551576136,5.08015152723328e-06
826,49.9540275788091,5.0801515272591e-06,49.809975562115,1.59920316603025e-11,49.8676521580303,5.08013553569639e-06,49.750000341938,1.59920311755835e-11,49.8653535337697,5.08013553522086e-06,0.450001416917417,0.630614161452505,49.9080551576183,5.08015152725602e-06
827,49.9540275788068,5.08015152724985e-06,49.8099755621127,1.59920316596868e-11,49.8676521580275,5.08013553511136e-06,49.7500003419379,1.59920317963344e-11,49.8653535337675,5.08013553521961e-06,0.450001416244141,0.630614160509002,49.9080551576136,5.08015152725147e-06
828,49.9540275788092,5.08015152725288e-06,49.8099755621148,1.59920316603627e-11,49.8676521580306,5.08013553530352e-06,49.7500003419377,1.59920320981236e-11,49.8653535337694,5.08013553521999e-06,0.450001416882895,0.630614161404127,49.9080551576183,5.08015152725329e-06
829,49.9540275788067,5.08015152725961e-06,49.8099755621124,1.5992031659707e-11,49.8676521580273,5.08013553511758e-06,49.7500003419376,1.59920320809509e-11,49.8653535337673,5.08013553522871e-06,0.450001416257649,0.630614160527932,49.9080551576134,5.08015152726057e-06
830,49.9540275788092,5.0801515272582e-06,49.8099755621147,1.59920316604283e-11,49.8676521580306,5.08013553533134e-06,49.7500003419374,1.59920317448156e-11,49.8653535337694,5.08013553522496e-06,0.450001416889152,0.630614161412894,49.9080551576184,5.08015152725693e-06
831,49.9540275788066,5.0801515272641e-06,49.8099755621121,1.59920316597309e-11,49.8676521580271,5.0801355351168e-06,49.7500003419373,1.59920317278128e-11,49.8653535337672,5.08013553523366e-06,0.450001416240412,0.630614160503776,49.9080551576132,5.08015152726239e-06
832,49.9540275788093,5.08015152726111e-06,49.8099755621146,1.59920316604977e-11,49.8676521580307,5.08013553536283e-06,49.7500003419371,1.5992031710895e-11,49.8653535337694,5.080135535229e-06,0.450001416909024,0.630614161440742,49.9080551576185,5.08015152726057e-06
