environment | time (second),inlet | u_mmHg (dimensionless),inlet | v_mm3_s (mm3_per_s),PV1 | u_mmHg (dimensionless),PV1 | v_mm3_s (mm3_per_s),PV2 | u_mmHg (dimensionless),PV2 | v_mm3_s (mm3_per_s),PV3 | u_mmHg (dimensionless),PV3 | v_mm3_s (mm3_per_s),PV4 | u_mmHg (dimensionless),PV4 | v_mm3_s (mm3_per_s),PV5 | u_mmHg (dimensionless),PV5 | v_mm3_s (mm3_per_s),PV6 | u_mmHg (dimensionless),PV6 | v_mm3_s (mm3_per_s),V1 | u_mmHg (dimensionless),V1 | v_mm3_s (mm3_per_s),V2 | u_mmHg (dimensionless),V2 | v_mm3_s (mm3_per_s),V3 | u_mmHg (dimensionless),V3 | v_mm3_s (mm3_per_s),V4 | u_mmHg (dimensionless),V4 | v_mm3_s (mm3_per_s),V5 | u_mmHg (dimensionless),V5 | v_mm3_s (mm3_per_s),V6 | u_mmHg (dimensionless),V6 | v_mm3_s (mm3_per_s),VV_junc1 | H_VV_out_alpha (dimensionless),VV_junc1 | H_VV_out_beta (dimensionless),VV_junc1 | u_mmHg (dimensionless),VV_junc1 | v_mm3_s (mm3_per_s),VV_junc2 | H_VV_out_alpha (dimensionless),VV_junc2 | H_VV_out_beta (dimensionless),VV_junc2 | u_mmHg (dimensionless),VV_junc2 | v_mm3_s (mm3_per_s),VV_junc3 | H_VV_out_alpha (dimensionless),VV_junc3 | H_VV_out_beta (dimensionless),VV_junc3 | u_mmHg (dimensionless),VV_junc3 | v_mm3_s (mm3_per_s)
443,49.9069077811197,1.02870931212896e-05,49.7343284997543,5.14354658006095e-06,49.7343284998014,5.14354653994112e-06,49.5748765663277,2.57177331860879e-06,49.5748765664019,2.57177328811046e-06,49.5748765664664,2.57177327313244e-06,49.5748765664545,2.57177328190637e-06,49.7320011942689,5.14354656237745e-06,49.7320011943408,5.14354655890027e-06,49.5731246734734,2.57177327746707e-06,49.5731246735893,2.57177328485966e-06,49.5731246736115,2.5717732788345e-06,49.573124673595,2.57177328005457e-06,0.450000000815866,0.44999999936203,49.8138155622395,1.02870931213438e-05,0.450000003886222,0.450000001459165,49.6152083377374,5.14354656243813e-06,0.450000003570747,0.450000002872517,49.615208337795,5.14354655887291e-06
444,49.9069077810596,1.02870931289818e-05,49.7343284995762,5.14354657676547e-06,49.7343284996244,5.14354654702761e-06,49.5748765662239,2.57177330446042e-06,49.5748765662427,2.57177331225863e-06,49.5748765664595,2.5717732396518e-06,49.5748765664431,2.57177324717994e-06,49.7320011940867,5.14354656280775e-06,49.732001194164,5.14354656613371e-06,49.5731246733845,2.57177327547519e-06,49.5731246734213,2.57177328709461e-06,49.5731246735866,2.57177328375444e-06,49.5731246735615,2.57177328256419e-06,0.450000000618737,0.449999999541116,49.8138155621193,1.02870931289308e-05,0.450000002990583,0.450000002370002,49.6152083376107,5.14354656275736e-06,0.450000002315691,0.450000001716601,49.6152083378107,5.14354656620344e-06
445,49.9069077810051,1.02870931356023e-05,49.7343284994342,5.14354656796958e-06,49.7343284994421,5.14354657285033e-06,49.574876566175,2.57177328699895e-06,49.5748765661266,2.57177332387513e-06,49.5748765663485,2.57177325844292e-06,49.5748765663415,2.57177325855024e-06,49.7320011939559,5.14354656500778e-06,49.7320011939723,5.1435465705824e-06,49.5731246733495,2.57177327949669e-06,49.5731246732825,2.57177328527321e-06,49.5731246734883,2.57177328661724e-06,49.5731246734761,2.57177328413221e-06,0.450000000129043,0.449999999952177,49.8138155620102,1.02870931355292e-05,0.450000003936268,0.45000000100166,49.6152083375421,5.1435465648965e-06,0.450000001217156,0.450000001208616,49.6152083377425,5.14354657073272e-06
446,49.9069077809549,1.02870931413668e-05,49.7343284993125,5.14354655610516e-06,49.7343284992762,5.14354658837963e-06,49.5748765661584,2.57177327154925e-06,49.5748765660877,2.57177330482271e-06,49.5748765661652,2.57177330034006e-06,49.5748765661728,2.57177329341967e-06,49.7320011938458,5.14354656971179e-06,49.7320011937918,5.14354657159323e-06,49.5731246733293,2.5717732871014e-06,49.5731246732214,2.57177328254041e-06,49.5731246733297,2.57177328659362e-06,49.5731246733397,2.57177328493847e-06,0.450000000594689,0.449999999425149,49.8138155619099,1.02870931412372e-05,0.450000003148012,0.45000000050011,49.615208337536,5.1435465696386e-06,0.450000001358106,0.450000000807382,49.6152083375963,5.14354657163039e-06
447,49.9069077809127,1.02870931463767e-05,49.7343284991936,5.14354655964616e-06,49.7343284991481,5.14354658864669e-06,49.5748765661183,2.57177326568099e-06,49.5748765660855,2.57177326792065e-06,49.5748765659967,2.57177332452744e-06,49.5748765660116,2.57177331677206e-06,49.73200119373,5.14354657514065e-06,49.7320011936582,5.14354657118511e-06,49.5731246732695,2.57177329287771e-06,49.5731246732131,2.57177328239318e-06,49.5731246731738,2.57177328525947e-06,49.5731246731962,2.57177328573237e-06,0.450000000567743,0.449999999516841,49.8138155618255,1.02870931463203e-05,0.450000001067548,0.450000000889315,49.6152083375375,5.14354657516924e-06,0.450000001649206,0.450000001032033,49.6152083374438,5.14354657107287e-06
448,49.9069077808743,1.02870931505067e-05,49.73432849907,5.14354657298539e-06,49.7343284990562,5.14354657288008e-06,49.5748765660124,2.571773276808e-06,49.5748765660422,2.57177324822268e-06,49.5748765659041,2.57177331322604e-06,49.5748765659135,2.57177331111478e-06,49.7320011935962,5.14354657853992e-06,49.7320011935715,5.14354657200752e-06,49.5731246731476,2.57177329303935e-06,49.5731246731862,2.57177328567861e-06,49.5731246730731,2.57177328489336e-06,49.5731246730886,2.5717732869463e-06,0.449999999969809,0.449999999965992,49.8138155617486,1.02870931505386e-05,0.450000001504988,0.449999999230168,49.6152083374813,5.14354657861895e-06,0.45000000149255,0.450000001324536,49.6152083373511,5.14354657202603e-06
449,49.9069077808412,1.02870931542664e-05,49.7343284989541,5.14354658925372e-06,49.7343284989825,5.14354656149971e-06,49.5748765658586,2.57177330163171e-06,49.574876565922,2.5717732679647e-06,49.5748765658815,2.57177328469214e-06,49.5748765658779,2.57177328959311e-06,49.7320011934678,5.14354657892676e-06,49.7320011935097,5.14354657535271e-06,49.5731246729998,2.57177328868278e-06,49.5731246730949,2.57177329030224e-06,49.5731246730347,2.57177328673956e-06,49.5731246730308,2.57177328855475e-06,0.450000000520876,0.449999999515145,49.8138155616825,1.0287093154222e-05,0.450000001670144,0.449999998990923,49.6152083373601,5.14354657898093e-06,0.450000001260951,0.450000000870932,49.6152083373297,5.14354657537842e-06
450,49.9069077808124,1.02870931574376e-05,49.7343284988629,5.14354659279998e-06,49.7343284989064,5.14354656311503e-06,49.5748765657232,2.57177331704185e-06,49.5748765657654,2.57177330651626e-06,49.5748765658708,2.57177326353942e-06,49.5748765658582,2.57177327089693e-06,49.7320011933704,5.14354657765006e-06,49.7320011934386,5.14354657979503e-06,49.5731246728845,2.57177328445588e-06,49.5731246729535,2.57177329307763e-06,49.573124673014,2.57177328987728e-06,49.5731246729954,2.57177328995843e-06,0.450000000528955,0.449999999453252,49.8138155616249,1.0287093157538e-05,0.450000001060634,0.450000000223008,49.615208337223,5.14354657763215e-06,0.450000000724154,0.450000000138643,49.6152083373291,5.14354657949207e-06
451,49.906907780788,1.02870931601699e-05,49.7343284988042,5.14354658392501e-06,49.7343284988238,5.14354657828792e-06,49.5748765656613,2.57177330800237e-06,49.5748765656488,2.57177332774839e-06,49.5748765658146,2.57177326557004e-06,49.5748765658039,2.57177326912615e-06,49.7320011933175,5.14354657738205e-06,49.7320011933508,5.14354658278053e-06,49.5731246728374,2.57177328460474e-06,49.5731246728249,2.57177329258863e-06,49.5731246729604,2.57177329225744e-06,49.5731246729434,2.57177329064797e-06,0.450000000105218,0.449999999900945,49.813815561576,1.02870931602474e-05,0.450000001694186,0.450000000122798,49.6152083371375,5.14354657731383e-06,0.450000000110166,0.449999999827171,49.6152083372946,5.14354658269258e-06
452,49.906907780767,1.02870931624709e-05,49.7343284987656,5.14354656989786e-06,49.7343284987456,5.14354659171125e-06,49.5748765656651,2.57177328164873e-06,49.574876565612,2.57177331322835e-06,49.5748765657014,2.57177328680251e-06,49.5748765657014,2.57177328388022e-06,49.7320011932888,5.14354657943072e-06,49.7320011932603,5.14354658302226e-06,49.5731246728374,2.57177328929247e-06,49.5731246727593,2.57177329005189e-06,49.5731246728589,2.57177329247027e-06,49.5731246728575,2.57177329061061e-06,0.450000000391832,0.449999999601373,49.8138155615339,1.02870931624529e-05,0.450000001998634,0.449999999485527,49.615208337123,5.14354657935837e-06,0.450000000005281,0.449999999772725,49.6152083371999,5.14354658307275e-06
453,49.9069077807492,1.02870931644492e-05,49.7343284987252,5.14354656580563e-06,49.7343284986856,5.14354659425156e-06,49.5748765656727,2.57177326380372e-06,49.5748765656258,2.57177328020699e-06,49.5748765655752,2.57177331073524e-06,49.5748765655851,2.57177330416099e-06,49.732001193254,5.14354658287372e-06,49.7320011931924,5.14354658157145e-06,49.573124672829,2.57177329478113e-06,49.5731246727546,2.57177328817091e-06,49.5731246727447,2.57177329101066e-06,49.573124672759,2.57177329045104e-06,0.450000000519105,0.4499999994883,49.8138155614983,1.02870931644393e-05,0.450000000913616,0.449999999608244,49.615208337141,5.14354658285993e-06,0.450000000521971,0.449999999998792,49.6152083370828,5.14354658151751e-06
454,49.9069077807342,1.02870931661072e-05,49.7343284986737,5.14354657747973e-06,49.7343284986504,5.1435465870789e-06,49.5748765656283,2.57177327191108e-06,49.5748765656261,2.57177326056997e-06,49.5748765654969,2.57177331771941e-06,49.5748765655079,2.57177331319256e-06,49.7320011931993,5.14354658549484e-06,49.7320011931608,5.14354658061568e-06,49.5731246727725,2.57177329683135e-06,49.5731246727631,2.57177328882783e-06,49.5731246726683,2.57177328968954e-06,49.5731246726854,2.57177329080073e-06,0.450000000175507,0.449999999827658,49.8138155614684,1.02870931661018e-05,0.45000000027717,0.449999999374644,49.6152083371323,5.14354658555021e-06,0.450000000782871,0.450000000422625,49.6152083370066,5.14354658071443e-06
455,49.9069077807214,1.02870931675082e-05,49.7343284986184,5.14354659170038e-06,49.734328498631,5.14354657507312e-06,49.5748765655304,2.57177329686708e-06,49.5748765655717,2.57177326906552e-06,49.5748765654881,2.57177330053881e-06,49.5748765654909,2.57177330166469e-06,49.732001193134,5.14354658575586e-06,49.7320011931512,5.14354658175483e-06,49.5731246726755,2.57177329426362e-06,49.5731246727346,2.57177329159365e-06,49.573124672649,2.57177328998029e-06,49.5731246726545,2.57177329172424e-06,0.450000000295706,0.449999999693179,49.8138155614427,1.02870931675825e-05,0.450000000859007,0.449999998646558,49.6152083370678,5.14354658582306e-06,0.450000000588912,0.450000000499315,49.6152083369936,5.14354658184311e-06
456,49.9069077807108,1.02870931687081e-05,49.7343284985756,5.14354659769211e-06,49.7343284986109,5.14354657095212e-06,49.5748765654298,2.57177331600791e-06,49.5748765654774,2.57177329590993e-06,49.5748765655139,2.57177327630708e-06,49.5748765655068,2.57177328176052e-06,49.7320011930837,5.14354658422247e-06,49.7320011931383,5.14354658454273e-06,49.5731246725865,2.57177328983196e-06,49.5731246726604,2.5717732943433e-06,49.5731246726621,2.57177329186631e-06,49.5731246726523,2.57177329275229e-06,0.450000000483551,0.449999999514565,49.8138155614217,1.02870931689167e-05,0.450000000861053,0.449999999261656,49.6152083369747,5.14354658424236e-06,0.450000000407342,0.449999999973357,49.6152083370189,5.14354658457887e-06
457,49.9069077807007,1.0287093169749e-05,49.7343284985531,5.14354659050615e-06,49.7343284985789,5.14354657768767e-06,49.5748765653813,2.57177331296534e-06,49.5748765653953,2.57177331670119e-06,49.5748765655152,2.57177326691319e-06,49.5748765655047,2.57177327189614e-06,49.7320011930623,5.14354658285896e-06,49.7320011931041,5.1435465869316e-06,49.573124672549,2.57177328762474e-06,49.5731246725754,2.5717732950871e-06,49.5731246726599,2.57177329386975e-06,49.5731246726439,2.5717732932198e-06,0.450000000215749,0.449999999751241,49.8138155614014,1.02870931698635e-05,0.450000000555639,0.45000000025834,49.6152083369067,5.14354658280899e-06,0.449999999970431,0.449999999573887,49.6152083370272,5.14354658692992e-06
458,49.9069077806931,1.02870931707182e-05,49.7343284985468,5.14354657990313e-06,49.7343284985408,5.14354659147119e-06,49.5748765653959,2.57177329238611e-06,49.574876565367,2.57177331523612e-06,49.5748765654625,2.57177328043685e-06,49.5748765654575,2.57177328083186e-06,49.7320011930647,5.14354658334017e-06,49.7320011930579,5.143546587368e-06,49.5731246725653,2.57177328960373e-06,49.5731246725256,2.57177329362804e-06,49.5731246726158,2.57177329450316e-06,49.5731246726073,2.57177329295695e-06,0.450000000232582,0.449999999813386,49.8138155613863,1.0287093170703e-05,0.450000001384717,0.449999999566313,49.6152083368974,5.14354658327648e-06,0.449999999688783,0.449999999657348,49.6152083369862,5.14354658733555e-06
459,49.9069077806866,1.02870931713983e-05,49.7343284985409,5.14354657310554e-06,49.7343284985103,5.14354659746381e-06,49.574876565433,2.57177327251295e-06,49.574876565388,2.57177329424578e-06,49.5748765653792,2.57177330375238e-06,49.5748765653835,2.571773299534e-06,49.7320011930658,5.14354658549187e-06,49.7320011930191,5.14354658593437e-06,49.5731246725941,2.57177329401583e-06,49.5731246725257,2.57177329149914e-06,49.5731246725449,2.5717732935027e-06,49.5731246725505,2.57177329239944e-06,0.450000000428958,0.44999999954628,49.8138155613731,1.02870931713987e-05,0.450000001049236,0.449999999319737,49.6152083369285,5.14354658547018e-06,0.450000000095908,0.449999999760209,49.6152083369116,5.1435465859322e-06
460,49.9069077806805,1.02870931720545e-05,49.7343284985231,5.14354657746018e-06,49.7343284984963,5.14354659245739e-06,49.5748765654377,2.57177327105569e-06,49.5748765654151,2.57177327370167e-06,49.5748765653182,2.57177331605643e-06,49.5748765653276,2.57177331104284e-06,49.732001193048,5.14354658767603e-06,49.7320011930047,5.14354658435696e-06,49.5731246725887,2.57177329716531e-06,49.5731246725503,2.57177329063873e-06,49.5731246724888,2.57177329201238e-06,49.5731246725029,2.5717732922344e-06,0.450000000275196,0.449999999731737,49.813815561361,1.02870931719272e-05,0.449999999919574,0.449999999709007,49.6152083369517,5.14354658771481e-06,0.450000000485225,0.450000000086243,49.6152083368514,5.1435465843615e-06
461,49.9069077806767,1.02870931725791e-05,49.7343284984967,5.14354659010266e-06,49.7343284984969,5.14354658314789e-06,49.5748765653891,2.5717732885693e-06,49.5748765654061,2.57177327125985e-06,49.5748765653128,2.57177330716211e-06,49.5748765653192,2.57177330554105e-06,49.7320011930149,5.14354658825425e-06,49.7320011930129,5.14354658431235e-06,49.573124672537,2.57177329661259e-06,49.5731246725585,2.57177329176145e-06,49.5731246724766,2.57177329147857e-06,49.573124672487,2.57177329275151e-06,0.450000000143866,0.449999999891844,49.8138155613535,1.02870931725365e-05,0.450000000356411,0.449999998978925,49.6152083369309,5.1435465883178e-06,0.450000000477027,0.450000000348023,49.6152083368412,5.14354658436332e-06
462,49.9069077806724,1.0287093172929e-05,49.7343284984721,5.14354659622192e-06,49.7343284984976,5.14354657468507e-06,49.5748765653156,2.57177330881011e-06,49.5748765653556,2.57177328724215e-06,49.5748765653477,2.57177328610625e-06,49.574876565346,2.57177328897845e-06,49.7320011929819,5.14354658701085e-06,49.7320011930204,5.14354658595795e-06,49.5731246724688,2.57177329313722e-06,49.5731246725288,2.57177329387542e-06,49.5731246724997,2.57177329238988e-06,49.5731246724981,2.5717732935873e-06,0.450000000362459,0.449999999582021,49.8138155613447,1.02870931730458e-05,0.450000000711804,0.449999998995425,49.6152083368716,5.14354658703633e-06,0.450000000308947,0.450000000080377,49.6152083368711,5.14354658596494e-06
463,49.906907780669,1.02870931733842e-05,49.7343284984612,5.14354659519834e-06,49.7343284984881,5.1435465788839e-06,49.574876565269,2.57177331522391e-06,49.5748765652978,2.57177330762686e-06,49.5748765653765,2.57177327294223e-06,49.5748765653686,2.57177327761648e-06,49.7320011929703,5.14354658538453e-06,49.7320011930132,5.14354658799752e-06,49.5731246724308,2.57177328996351e-06,49.5731246724779,2.5717732953167e-06,49.5731246725229,2.57177329398151e-06,49.5731246725114,2.57177329411391e-06,0.450000000311985,0.449999999720793,49.8138155613381,1.02870931734187e-05,0.450000000499552,0.449999999894979,49.6152083368178,5.14354658536286e-06,0.450000000048069,0.449999999676091,49.6152083369021,5.14354658798948e-06
464,49.9069077806665,1.02870931736754e-05,49.7343284984651,5.14354658605288e-06,49.7343284984697,5.14354658899751e-06,49.5748765652771,2.57177330184909e-06,49.5748765652729,2.57177331365945e-06,49.5748765653627,2.57177327795595e-06,49.5748765653557,2.5717732804455e-06,49.7320011929797,5.14354658493969e-06,49.7320011929889,5.14354658874424e-06,49.5731246724413,2.57177328978353e-06,49.5731246724401,2.57177329504618e-06,49.5731246725139,2.57177329490884e-06,49.5731246725027,2.57177329393439e-06,0.450000000051477,0.449999999944771,49.813815561333,1.02870931736725e-05,0.450000000823008,0.44999999988314,49.6152083368057,5.14354658488992e-06,0.449999999768537,0.449999999570419,49.6152083368953,5.14354658874163e-06
465,49.9069077806641,1.02870931739187e-05,49.7343284984721,5.14354657694159e-06,49.7343284984516,5.14354659555096e-06,49.5748765653197,2.57177328146676e-06,49.5748765652918,2.57177330186673e-06,49.5748765653109,2.57177329588602e-06,49.5748765653104,2.57177329426947e-06,49.7320011929935,5.14354658610365e-06,49.7320011929628,5.14354658778533e-06,49.5731246724761,2.57177329256734e-06,49.5731246724388,2.57177329351255e-06,49.5731246724724,2.57177329449685e-06,49.5731246724708,2.57177329329461e-06,0.450000000336054,0.4499999996617,49.8138155613282,1.02870931738571e-05,0.450000001033494,0.449999999410064,49.6152083368365,5.14354658606226e-06,0.449999999872026,0.449999999743381,49.6152083368502,5.14354658780212e-06
466,49.9069077806632,1.02870931740974e-05,49.734328498472,5.14354657880737e-06,49.7343284984457,5.14354659604232e-06,49.5748765653487,2.57177327272482e-06,49.5748765653317,2.57177328502196e-06,49.5748765652606,2.57177331105073e-06,49.5748765652667,2.57177330693259e-06,49.7320011929965,5.14354658776426e-06,49.7320011929548,5.14354658625503e-06,49.5731246724879,2.57177329567907e-06,49.5731246724688,2.5717732921696e-06,49.573124672429,2.5717732932823e-06,49.5731246724376,2.57177329285914e-06,0.450000000329446,0.449999999704898,49.8138155613264,1.02870931739344e-05,0.450000000410985,0.449999999432378,49.6152083368791,5.14354658777575e-06,0.450000000286745,0.449999999959023,49.6152083368018,5.14354658617958e-06
467,49.9069077806653,1.02870931739574e-05,49.7343284984671,5.14354658851098e-06,49.7343284984581,5.14354658996087e-06,49.57487656533,2.57177328265859e-06,49.5748765653639,2.57177327938648e-06,49.5748765652506,2.57177331045573e-06,49.5748765652578,2.57177330741761e-06,49.7320011929882,5.14354658821943e-06,49.732001192972,5.14354658570905e-06,49.5731246724379,2.57177329606425e-06,49.5731246725089,2.57177329227242e-06,49.5731246724163,2.57177329247614e-06,49.5731246724274,2.57177329312582e-06,0.450000000039189,0.449999999986649,49.8138155613307,1.02870931738935e-05,0.449999999863006,0.449999999602611,49.6152083369036,5.1435465882696e-06,0.450000000451824,0.45000000021005,49.6152083367905,5.1435465857121e-06
468,49.906907780672,1.02870931733012e-05,49.7343284984728,5.14354659682108e-06,49.7343284984869,5.14354658385581e-06,49.574876565269,2.57177330236107e-06,49.5748765653946,2.57177329321841e-06,49.5748765652856,2.57177329565671e-06,49.5748765652879,2.57177329613171e-06,49.7320011929883,5.14354658633611e-06,49.7320011930081,5.14354658697764e-06,49.5731246723048,2.57177329234877e-06,49.5731246725565,2.57177329404545e-06,49.5731246724419,2.57177329292644e-06,49.573124672446,2.57177329403314e-06,0.450000000241568,0.449999999771742,49.8138155613441,1.02870931733141e-05,0.450000000210009,0.449999999482437,49.615208336924,5.14354658638968e-06,0.45000000026262,0.450000000224819,49.6152083368244,5.14354658701359e-06
469,49.9069077806933,1.02870931714735e-05,49.7343284985223,5.14354660296836e-06,49.7343284985431,5.14354659247788e-06,49.5748765651967,2.57177331646665e-06,49.5748765655004,2.57177332558383e-06,49.5748765653395,2.5717732829695e-06,49.5748765653353,2.57177328633687e-06,49.7320011930399,5.14354658161565e-06,49.7320011930703,5.14354658980319e-06,49.5731246720365,2.57177328455515e-06,49.5731246726709,2.57177329705007e-06,49.5731246724893,2.57177329463489e-06,49.5731246724836,2.57177329524655e-06,0.450000000262008,0.449999999881861,49.8138155613869,1.02870931714961e-05,0.450000000588681,0.449999999863135,49.6152083370273,5.14354658164848e-06,0.450000000143916,0.44999999987594,49.6152083368877,5.1435465898312e-06
470,49.9069077807532,1.02870931661264e-05,49.7343284986832,5.1435466104279e-06,49.7343284986844,5.14354662416172e-06,49.5748765651207,2.5717733174622e-06,49.5748765658735,2.57177337988153e-06,49.5748765653937,2.57177328815023e-06,49.574876565387,2.57177329139658e-06,49.7320011932179,5.14354657197932e-06,49.7320011932155,5.14354659399981e-06,49.5731246714154,2.57177327027245e-06,49.5731246730303,2.57177330174317e-06,49.5731246725469,2.57177329724741e-06,49.5731246725367,2.5717732968873e-06,0.450000000411705,0.449999999914027,49.8138155615071,1.02870931661191e-05,0.450000003215547,0.449999998248216,49.6152083374102,5.14354657199874e-06,0.449999999998893,0.449999999740549,49.615208336975,5.14354659411492e-06
471,49.9069077809179,1.02870931514115e-05,49.7343284991207,5.14354663770151e-06,49.7343284990819,5.14354669674686e-06,49.5748765649636,2.57177331758044e-06,49.5748765669647,2.57177349715992e-06,49.5748765654888,2.5717733185894e-06,49.5748765654853,2.57177331905039e-06,49.7320011936995,5.14354654870218e-06,49.7320011936247,5.14354660228659e-06,49.5731246697644,2.57177323679301e-06,49.5731246740796,2.57177331224384e-06,49.5731246726556,2.57177330168241e-06,49.5731246726498,2.5717733007112e-06,0.450000001525677,0.449999999386032,49.8138155618376,1.02870931512889e-05,0.450000008656644,0.449999994365706,49.6152083385227,5.14354654883391e-06,0.450000000130558,0.450000000093872,49.6152083371553,5.14354660260597e-06
472,49.9069077813671,1.02870931112326e-05,49.7343285002896,5.14354673147282e-06,49.7343285001912,5.14354687523195e-06,49.5748765644814,2.57177335104025e-06,49.5748765699391,2.57177381503326e-06,49.5748765657857,2.57177338259685e-06,49.5748765657881,2.57177338005833e-06,49.7320011949752,5.14354648541149e-06,49.732001194779,5.14354662469803e-06,49.5731246652204,2.57177314511387e-06,49.5731246769702,2.57177334140015e-06,49.5731246729752,2.57177331274679e-06,49.5731246729782,2.57177331200859e-06,0.450000003842962,0.449999998633515,49.8138155627391,1.02870931107946e-05,0.450000021927251,0.449999985002683,49.615208341532,5.14354648590779e-06,0.450000001049183,0.450000000847168,49.6152083376698,5.14354662514961e-06
473,49.9069077825907,1.02870930017991e-05,49.7343285034498,5.14354699891739e-06,49.7343285032297,5.1435473514586e-06,49.574876563071,2.57177348078168e-06,49.5748765779686,2.57177470618305e-06,49.5748765666892,2.57177352052631e-06,49.5748765666951,2.57177351729494e-06,49.732001198414,5.14354631059769e-06,49.7320011979527,5.14354668821862e-06,49.5731246527786,2.57177289017326e-06,49.5731246848093,2.57177342342693e-06,49.57312467392,2.57177334418471e-06,49.5731246739288,2.57177334427309e-06,0.450000009754283,0.449999996979133,49.8138155651945,1.02870930008821e-05,0.450000057943298,0.449999960425864,49.6152083496334,5.14354631168317e-06,0.450000002953708,0.450000002696555,49.6152083391579,5.14354668932719e-06
474,49.9069077859166,1.02870927041432e-05,49.7343285120431,5.14354771811494e-06,49.7343285114884,5.1435486516607e-06,49.5748765591829,2.57177384087074e-06,49.5748765997299,2.57177715522738e-06,49.5748765692153,2.57177387318071e-06,49.5748765692196,2.57177387197833e-06,49.7320012077635,5.14354583226061e-06,49.7320012065796,5.14354686382613e-06,49.5731246189129,2.57177219128288e-06,49.5731247060633,2.57177364867663e-06,49.57312467655,2.5717734319148e-06,49.5731246765569,2.57177343269677e-06,0.450000026024585,0.44999999219539,49.8138155718686,1.02870927020194e-05,0.45000015722815,0.44999989347181,49.6152083715924,5.14354583572003e-06,0.450000007328072,0.450000007232386,49.6152083432722,5.14354686667411e-06
475,49.9069077942911,1.02870918262058e-05,49.7343285365478,5.14354555738132e-06,49.7343285348171,5.1435482792471e-06,49.5748765433289,2.57177379830261e-06,49.5748766654805,2.57177786252112e-06,49.5748765762062,2.57177387001261e-06,49.5748765762066,2.57177387097461e-06,49.7320012327044,5.14354450031287e-06,49.7320012291773,5.14354732060619e-06,49.5731245192593,2.57176943580302e-06,49.5731247683968,2.57177506712286e-06,49.5731246832219,2.57177366008006e-06,49.573124683223,2.57177366102779e-06,0.450000053067625,0.449999954434484,49.8138155886063,1.02870918237959e-05,0.450000165869489,0.449999842439225,49.6152084290643,5.14354450194332e-06,0.450000007283421,0.450000007206864,49.6152083536862,5.14354732231459e-06
476,49.9069078166,1.02870894091778e-05,49.7343286016737,5.14354155663613e-06,49.734328596708,5.14354911833731e-06,49.5748764977753,2.57177383423225e-06,49.5748768421541,2.57178269317987e-06,49.5748765943319,2.57177435233323e-06,49.5748765943306,2.57177435352016e-06,49.7320012998759,5.1435408637376e-06,49.7320012898784,5.14354853885983e-06,49.5731242451739,2.57176090456722e-06,49.5731249386705,2.57177995697453e-06,49.573124700826,2.57177426936359e-06,49.5731247008239,2.57177427015174e-06,0.450000141832353,0.449999867816428,49.8138156332308,1.02870894038406e-05,0.450000334762924,0.449999629769086,49.6152085839629,5.14354086212552e-06,0.45000001473232,0.450000014637864,49.6152083812988,5.14354854005251e-06
477,49.9069078708091,1.02870825235611e-05,49.7343287806736,5.1435015805089e-06,49.7343287682222,5.14352089576443e-06,49.5748763771716,2.57173035206188e-06,49.5748773066512,2.57178817261187e-06,49.5748766492324,2.57175463687423e-06,49.5748766492018,2.57175462429096e-06,49.7320014713494,5.14353132433891e-06,49.732001445592,5.14355138493402e-06,49.5731235241321,2.57173713794933e-06,49.5731253858673,2.57179417662988e-06,49.5731247412854,2.57177574432599e-06,49.5731247412344,2.57177573580027e-06,0.450000019196668,0.449999319258744,49.8138157408068,1.02870825760183e-05,0.450002109061061,0.449997507676187,49.6152089833431,5.14353125602065e-06,0.449999153975651,0.449999152974268,49.6152084427598,5.14355138980409e-06
478,49.9069080276478,1.02870652243884e-05,49.734329226254,5.14350548125102e-06,49.7343291899236,5.14356056992386e-06,49.5748760441118,2.5716701429393e-06,49.5748785582156,2.57184084639127e-06,49.5748767608121,2.57177772960651e-06,49.5748767608118,2.57177772040108e-06,49.7320019453204,5.14350498514618e-06,49.73200187252,5.14356022627932e-06,49.5731215573287,2.57167151099347e-06,49.5731265996911,2.57183349003206e-06,49.5731248614898,2.57178012383576e-06,49.5731248614892,2.57178011317808e-06,0.450001042123544,0.449999045851825,49.8138160553463,1.02870652217662e-05,0.450006763954185,0.449993179276681,49.615210093476,5.14350498982185e-06,0.450000126440079,0.450000125707512,49.6152086379184,5.14356023796336e-06
479,49.9069084599368,1.02870177698439e-05,49.7343304886697,5.1434347130623e-06,49.7343303893298,5.14358528294298e-06,49.574875138915,2.57149409228387e-06,49.574882002909,2.57194111629759e-06,49.5748771131916,2.57179234758169e-06,49.5748771132005,2.57179233921364e-06,49.7320032502794,5.14343358691298e-06,49.7320030515762,5.14358418110843e-06,49.5731161967559,2.57149355508872e-06,49.5731299261158,2.57194003293096e-06,49.573125206683,2.57179209417772e-06,49.5731252067002,2.57179208562718e-06,0.450002741382411,0.449997285093155,49.8138169198796,1.02870177694185e-05,0.450017555108258,0.449981980164806,49.6152131124402,5.14343358716542e-06,0.45000025915564,0.450000258489715,49.615209180682,5.14358417621133e-06
